Name,Date Of Birth,Country,Number_200m,Number_first_50m,Number_second_50m,Number_third_50m,gender,Stroke
"ZOMBORI, Gabor",2002,HUN,01:48.8,25.59,27.75,27.95,m,Freestyle
"LOKTEV, Denis",2000,ISR,01:49.0,25.26,27.67,28.38,m,Freestyle
"HANSEN, Andreas",2000,DEN,01:49.0,25.8,27.4,28.09,m,Freestyle
"MAJCHRZAK, Kacper",1992,POL,01:49.1,24.93,27.83,28.32,m,Freestyle
"KROON, Luc",2001,NED,01:49.2,25.99,28.02,27.51,m,Freestyle
"MARCOURT, Alexandre",1999,BEL,01:49.3,25.65,27.57,28.12,m,Freestyle
"HOLUB, Jan",1996,POL,01:49.4,25.24,28.13,28.06,m,Freestyle
"PISZCZOROWICZ, Bartosz",1999,POL,01:49.4,25.23,27.65,28.46,m,Freestyle
"GADGAARD, Mikkel",1999,DEN,01:49.5,25.86,28.23,27.49,m,Freestyle
"HLOBEN, Adam",2001,CZE,01:49.7,24.56,27.35,28.45,m,Freestyle
"BERG EISCHEID, Moritz",1993,ESP,01:49.8,26.07,27.54,28.54,m,Freestyle
"DI COLA, Stefano",1998,ITA,01:49.8,25.67,27.66,28.3,m,Freestyle
"COHEN GROUMI, Gal",2002,ISR,01:49.9,25.83,28.31,27.93,m,Freestyle
"RICHARDS, Matthew",2002,GBR,01:50.2,25.61,27.86,28.43,m,Freestyle
"NAMIR, Daniel",1997,ISR,01:50.2,25.53,28.05,28.32,m,Freestyle
"THIJS, Thomas",1997,BEL,01:50.3,25.16,27.62,28.97,m,Freestyle
"FUCHS, Roman",1998,FRA,01:50.4,25.77,27.97,28.29,m,Freestyle
"PAULSSON, Adam",1995,SWE,01:50.6,26.42,28.3,27.86,m,Freestyle
"MOLLA YANES, Mario",2002,ESP,01:50.7,25.6,28.47,28.76,m,Freestyle
"PANCEREVAS, Daniil",2004,LTU,01:50.8,25.79,27.7,28.59,m,Freestyle
"ANDERSEN, Christoffer H.",2002,DEN,01:50.9,26.29,28.06,28.67,m,Freestyle
"DURAN NAVIA, Miguel",1995,ESP,01:50.9,26.19,27.85,28.43,m,Freestyle
"VELOSO, Tomas Miguel",1996,POR,01:51.1,26.5,28.02,28.22,m,Freestyle
"POLONSKY, Ron",2001,ISR,01:51.3,25.51,27.96,28.68,m,Freestyle
"BOSKAN, Saso",2002,SLO,01:51.4,26.56,28.5,29.19,m,Freestyle
"STEMBERK, Jakub",2001,CZE,01:51.7,26.42,28.21,28.34,m,Freestyle
"YANCHEV, Yordan",2001,BUL,01:51.9,25.55,27.3,29.12,m,Freestyle
"MANNES, Max",1997,LUX,01:52.0,25.99,28.24,28.65,m,Freestyle
"LIE, Markus",1995,NOR,01:52.0,24.6,27.31,28.47,m,Freestyle
"TURAN, Efe",2000,TUR,01:52.0,25.81,28.24,28.96,m,Freestyle
"BRANDENBURGER, Pit",1995,LUX,01:52.1,25.86,28.07,28.87,m,Freestyle
"WEIREMANS, Lorenz",1996,BEL,01:52.1,25.82,28.02,28.52,m,Freestyle
"HOLMQUIST, Marcus",2000,SWE,01:52.3,26.25,28.18,28.83,m,Freestyle
"CELIK, Doga",1991,TUR,01:52.3,26.41,28.5,28.97,m,Freestyle
"SWITKOWSKI, Jan",1994,POL,01:52.5,26.23,28.4,29.13,m,Freestyle
"ANTONIOU, Nikolas",2004,CYP,01:52.6,25.65,27.82,29.19,m,Freestyle
"DUEGEN, Meliksah",2002,TUR,01:52.7,26.04,28.18,29.11,m,Freestyle
"NAVIKONIS, Tomas",2003,LTU,01:52.8,26.96,29.05,28.22,m,Freestyle
"BOBAR, Aleksa",1999,SRB,01:53.1,26.13,28.83,29.26,m,Freestyle
"POLIACIK, Jakub",2004,SVK,01:53.4,26.67,28.81,29.39,m,Freestyle
"DALEIDEN, Ralph",2003,LUX,01:53.7,26.89,29.02,29.26,m,Freestyle
"JOENTVEDT, Jon",2003,NOR,01:53.8,25.81,28.25,29.33,m,Freestyle
"REVISHVILI, Irakli",1989,GEO,01:54.4,26.91,28.91,29.47,m,Freestyle
"ABESADZE, David",2002,GEO,01:55.2,27.14,29.62,29.46,m,Freestyle
"DERKOSKI, Filip",2000,MKD,01:55.7,26.96,29.17,30.13,m,Freestyle
"BARSEGHYAN, Artur",2002,ARM,01:56.0,25.78,29.41,31.04,m,Freestyle
"GARGOVIC, Ado",1998,MNE,01:56.5,27.05,29.97,29.92,m,Freestyle
"CACHIA, Dylan",2001,MLT,01:56.8,27.56,29.95,29.78,m,Freestyle
"KRASNIQI, Arti",1999,KOS,01:58.0,27.29,29.64,29.96,m,Freestyle
"TSHAGHARYAN, Eduard",2001,ARM,01:59.2,27,29.87,30.79,m,Freestyle
"KONDIROLLI, Olt",2003,KOS,02:00.4,27.94,30.28,31.12,m,Freestyle
"PRISKA, Paolo",2004,ALB,02:05.1,26.99,30.55,32.29,m,Freestyle
"MALYUTIN, Martin",1999,RUS,01:45.2,24.93,26.67,27.11,m,Freestyle
"DEAN, Thomas",2000,GBR,01:46.5,24.41,27.02,27.91,m,Freestyle
"POTHAIN, Jordan",1994,FRA,01:46.9,24.94,27.06,27.35,m,Freestyle
"CASTRO VALLE, Cesar",1999,ESP,01:47.1,24.71,27.31,27.7,m,Freestyle
"BALLO, Stefano",1993,ITA,01:47.3,24.82,26.92,27.61,m,Freestyle
"MC MILLAN, Jack",2000,IRL,01:47.5,25.24,27.5,27.45,m,Freestyle
"MARCOURT, Alexandre",1999,BEL,01:48.2,25.27,27.31,28,m,Freestyle
"VEKOVISHCHEV, Mikhail",1998,RUS,01:46.9,24.88,26.93,27.57,m,Freestyle
"CASTRO VALLE, Cesar",1999,ESP,01:47.5,25.08,27.33,27.81,m,Freestyle
"ENGLEZAKIS, Konstantinos",2001,GRE,01:47.6,25.28,27.07,27.48,m,Freestyle
"LITCHFIELD, Max",1995,GBR,01:47.7,25.63,27.06,27.77,m,Freestyle
"KOZMA, Dominik",1991,HUN,01:48.1,25.21,27.45,27.57,m,Freestyle
"MARCOURT, Alexandre",1999,BEL,01:48.2,25.55,27.25,27.43,m,Freestyle
"ATSU, Jonathan",1996,FRA,01:48.3,25.29,27.38,27.61,m,Freestyle
"LIESS, Nils",1996,SUI,01:49.1,25.1,27.02,28.27,m,Freestyle
"MAJERSKI, Jakub",2000,POL,01:49.2,25.36,27.65,27.92,m,Freestyle
"FRIGO, Manuel",1997,ITA,01:49.5,25.04,28.16,28.18,m,Freestyle
"MC GEEVER, Finn",2000,IRL,01:49.6,25.88,27.61,27.78,m,Freestyle
"FRANKEL, Tomer",2000,ISR,01:50.2,25.19,27.93,28.04,m,Freestyle
"BOBAR, Aleksa",1999,SRB,01:51.3,25.28,28.33,28.68,m,Freestyle
"TURAN, Efe",2000,TUR,01:51.6,25.76,27.84,28.99,m,Freestyle
"POLIACIK, Jakub",2004,SVK,01:54.3,25.85,28.36,29.57,m,Freestyle
"SEEMANOVA, Barbora",2000,CZE,01:56.3,26.72,29.06,30.28,f,Freestyle
"PELLEGRINI, Federica",1988,ITA,01:56.3,27.21,29.31,30.05,f,Freestyle
"ANDERSON, Freya",2001,GBR,01:56.4,27.15,29.42,30.41,f,Freestyle
"BONNET, Charlotte",1995,FRA,01:56.6,26.68,29.06,30.17,f,Freestyle
"MUREZ, Andrea",1992,ISR,01:58.5,27.21,29.48,30.09,f,Freestyle
"FAIN, Katja",2001,SLO,01:58.8,27.93,30.12,30.5,f,Freestyle
"DUMONT, Valentine",2000,BEL,01:58.8,27.77,29.59,30.44,f,Freestyle
"MROZINSKI, Julia",2000,GER,01:59.4,27.81,30.33,30.93,f,Freestyle
"SEEMANOVA, Barbora",2000,CZE,01:57.2,26.96,29.8,30.57,f,Freestyle
"BONNET, Charlotte",1995,FRA,01:57.3,27.15,29.56,30.35,f,Freestyle
"PELLEGRINI, Federica",1988,ITA,01:57.5,27.24,29.63,30.26,f,Freestyle
"ANDERSON, Freya",2001,GBR,01:57.7,27.43,29.64,30.31,f,Freestyle
"DUMONT, Valentine",2000,BEL,01:58.0,27.78,29.62,30.48,f,Freestyle
"FAIN, Katja",2001,SLO,01:58.2,27.75,30.12,30.37,f,Freestyle
"MUREZ, Andrea",1992,ISR,01:58.8,27.23,30.05,30.72,f,Freestyle
"MROZINSKI, Julia",2000,GER,01:59.2,27.66,30.46,31.11,f,Freestyle
"SEGEL, Janja",2001,SLO,01:59.3,27.69,30.18,30.7,f,Freestyle
"VERES, Laura",2005,HUN,01:59.5,27.97,30.35,30.71,f,Freestyle
"PIROZZI, Stefania",1993,ITA,01:59.6,28.04,30.05,30.86,f,Freestyle
"VAN SELM, Tamryn",2004,GBR,01:59.9,28.43,29.72,30.67,f,Freestyle
"FOOS, Reva",1993,GER,02:00.0,28.28,30.3,30.98,f,Freestyle
"FABIAN, Fanni",2002,HUN,02:00.1,28.28,30.23,30.53,f,Freestyle
"KOSSAKOWSKA, Dominika",2001,POL,02:00.7,28.07,30.25,31.17,f,Freestyle
"POLANSKA, Aleksandra",2000,POL,02:02.1,27.94,30.26,31.32,f,Freestyle
"SEEMANOVA, Barbora",2000,CZE,01:58.3,27.27,29.94,30.69,f,Freestyle
"BONNET, Charlotte",1995,FRA,01:58.3,26.75,29.38,30.76,f,Freestyle
"PELLEGRINI, Federica",1988,ITA,01:58.5,27.57,29.93,30.6,f,Freestyle
"ANDERSON, Freya",2001,GBR,01:58.5,27.69,30.05,30.36,f,Freestyle
"MUREZ, Andrea",1992,ISR,01:58.8,27.42,29.93,30.84,f,Freestyle
"SEGEL, Janja",2001,SLO,01:58.9,28.24,30.07,30.56,f,Freestyle
"DUMONT, Valentine",2000,BEL,01:59.1,28.2,30.12,30.38,f,Freestyle
"FAIN, Katja",2001,SLO,01:59.3,28.18,30,30.45,f,Freestyle
"VAN SELM, Tamryn",2004,GBR,01:59.5,28.53,29.91,30.44,f,Freestyle
"HOPE, Lucy",1997,GBR,01:59.7,27.64,30.09,30.95,f,Freestyle
"PIROZZI, Stefania",1993,ITA,01:59.9,28.18,30.1,30.67,f,Freestyle
"VERES, Laura",2005,HUN,02:00.1,28.65,30.6,30.91,f,Freestyle
"KOSSAKOWSKA, Dominika",2001,POL,02:00.1,28.46,30.49,30.75,f,Freestyle
"POLANSKA, Aleksandra",2000,POL,02:00.2,28,29.96,30.77,f,Freestyle
"MROZINSKI, Julia",2000,GER,02:00.3,27.65,30.31,31.12,f,Freestyle
"FOOS, Reva",1993,GER,02:00.4,28.48,30.38,30.94,f,Freestyle
"HIBBOTT, Holly",1999,GBR,02:00.5,28.13,30.23,31.07,f,Freestyle
"FABIAN, Fanni",2002,HUN,02:00.6,28.45,30.92,30.48,f,Freestyle
"GORBENKO, Anastasya",2003,ISR,02:00.6,28.46,30.7,30.99,f,Freestyle
"KESELY, Ajna",2001,HUN,02:00.7,28.61,30.23,30.83,f,Freestyle
"VERRASZTO, Evelyn",1989,HUN,02:00.7,28.51,30.71,30.85,f,Freestyle
"ZAMORANO SANZ, Africa",1998,ESP,02:00.8,28.22,30.91,31.37,f,Freestyle
"UGOLKOVA, Maria",1989,SUI,02:00.9,27.94,30.54,31.2,f,Freestyle
"TOUATI, Assia",1995,FRA,02:01.0,28.01,30.29,31.41,f,Freestyle
"NEUMANN, Robin",1997,NED,02:01.0,28.41,30.41,31.22,f,Freestyle
"HOLKENBORG, Silke",2001,NED,02:01.1,28.2,30.08,31.16,f,Freestyle
"OLIVIER, Monique",1998,LUX,02:01.3,28.57,30.35,30.99,f,Freestyle
"JORUNNARDOTTIR, Snaefridu",2000,ISL,02:01.3,28.34,30.68,30.88,f,Freestyle
"GORIS, Lotte",2000,BEL,02:01.4,28.4,30.32,31.16,f,Freestyle
"ANTONIOU, Kalia",2000,CYP,02:01.9,28.7,31.29,31.94,f,Freestyle
"GOLD, Aleksa",2000,EST,02:02.2,28.38,30.63,31.58,f,Freestyle
"POLONSKY, Lea",2002,ISR,02:02.3,28.91,30.8,31.38,f,Freestyle
"HASSLER, Julia",1993,LIE,02:02.3,28.66,30.79,31.5,f,Freestyle
"GOLOVATI, Daria",2005,ISR,02:02.4,29.11,31.38,31.22,f,Freestyle
"RAVELINGIEN, Lana",2003,BEL,02:02.5,28.59,30.88,31.61,f,Freestyle
"PAMMER, Cornelia",2000,AUT,02:02.5,28.3,30.53,31.3,f,Freestyle
"BUYS, Kimberly",1989,BEL,02:02.5,28.4,30.83,31.73,f,Freestyle
"OZBILEN, Selen",2001,TUR,02:02.5,28.41,31.07,31.98,f,Freestyle
"POPOVIC, Tanja",2004,SRB,02:02.5,28.9,31.41,31.31,f,Freestyle
"GAILLI, Sara",2001,ITA,02:02.6,29.12,31.55,30.97,f,Freestyle
"GIRARDET, Noemi",1994,SUI,02:02.6,28.3,30.82,31.48,f,Freestyle
"PINTAR, Tjasa",1997,SLO,02:02.6,28.89,30.85,31.36,f,Freestyle
"MALUKA, Ieva",2003,LAT,02:02.6,28.52,30.34,31.25,f,Freestyle
"SHKURDAI, Anastasiya",2003,BLR,02:02.7,28.78,31.56,31.55,f,Freestyle
"CIBULKOVA, Martina",2003,SVK,02:02.7,28.35,30.9,31.44,f,Freestyle
"OPATRIL, Lena",1999,AUT,02:02.9,28.72,31.1,31.73,f,Freestyle
"RIPKOVA, Zora",2002,SVK,02:03.2,28.58,31.26,31.46,f,Freestyle
"NOGAJ, Paulina",1998,POL,02:03.3,28.67,30.9,31.93,f,Freestyle
"VOGELMANN, Zoe",2003,GER,02:03.3,28.87,30.84,31.1,f,Freestyle
"BENKOVA, Laura",2000,SVK,02:03.4,28.94,31.6,31.67,f,Freestyle
"KLIMEK, Marta",2003,POL,02:03.5,28.31,30.78,31.89,f,Freestyle
"BOECEKLER, Beril",2004,TUR,02:03.7,29.05,31.44,31.72,f,Freestyle
"MARTINS, Francisca Soares",2003,POR,02:04.2,28.77,31.05,32.52,f,Freestyle
"ZEVINA, Daryna",1994,UKR,02:04.3,28.97,31.5,31.98,f,Freestyle
"DURAES, Diana Margarida",1996,POR,02:04.4,29.57,31.15,31.74,f,Freestyle
"AZZOPARDI, Mya",2002,MLT,02:04.5,29.08,31.53,32.15,f,Freestyle
"BAIKOVA, Arina",2000,LAT,02:04.9,28.17,31.09,32.61,f,Freestyle
"RYPESTOEL, Malene",2001,NOR,02:05.1,28.94,31.78,32.55,f,Freestyle
"FRISCHKNECHT, Rita Barros",1998,POR,02:06.2,28.2,30.82,32.74,f,Freestyle
"ALKARAMOVA, Fatima",2002,AZE,02:09.6,29.68,31.99,33.76,f,Freestyle
"POGHOSYAN, Ani",2000,ARM,02:10.2,30.84,32.82,33.47,f,Freestyle
"MANUCHARYAN, Varsenik",2003,ARM,02:11.7,30.98,33.86,33.99,f,Freestyle
"ZEQIRI, Eda",2004,KOS,02:13.3,30.57,33.52,33.83,f,Freestyle
"ROCK, Katie",2003,ALB,02:16.6,31.56,34.51,35.4,f,Freestyle
"BUDIMA, Era",2007,KOS,02:18.2,31.65,34.07,36.5,f,Freestyle
"MACULA, Jona",2004,KOS,02:24.2,32.29,35.49,38.3,f,Freestyle
"BONNET, Charlotte",1995,FRA,01:57.3,27.02,29.66,30.45,f,Freestyle
"HOPE, Lucy",1997,GBR,01:58.4,27.34,29.63,30.54,f,Freestyle
"DUMONT, Valentine",2000,BEL,01:58.6,27.74,29.85,30.71,f,Freestyle
"JAKABOS, Zsuzsanna",1989,HUN,01:59.3,27.86,29.78,30.59,f,Freestyle
"PIROZZI, Stefania",1993,ITA,01:59.6,28.07,29.99,30.85,f,Freestyle
"HANSEN, Marina Heller",1994,DEN,02:01.6,28.46,30.71,31.75,f,Freestyle
"KNOP, Aleksandra",2003,POL,02:01.7,28.26,30.6,31.36,f,Freestyle
"GOLOVATI, Daria",2005,ISR,02:01.7,28.56,30.94,31.27,f,Freestyle
"DUMONT, Valentine",2000,BEL,01:58.9,28.48,30.32,30.28,f,Freestyle
"JAKABOS, Zsuzsanna",1989,HUN,01:59.9,28.2,30.28,30.59,f,Freestyle
"PIROZZI, Stefania",1993,ITA,02:00.0,28.21,30.11,30.93,f,Freestyle
"HOPE, Lucy",1997,GBR,02:00.2,27.8,29.97,31.35,f,Freestyle
"SEGEL, Janja",2001,SLO,02:00.6,28.56,30.46,30.99,f,Freestyle
"HANSEN, Marina Heller",1994,DEN,02:00.6,28.81,30.68,31.16,f,Freestyle
"PAMMER, Cornelia",2000,AUT,02:01.3,28.22,31.11,30.83,f,Freestyle
"KNOP, Aleksandra",2003,POL,02:01.7,28.83,30.93,31.16,f,Freestyle
"FABRE, Margaux",1992,FRA,02:01.9,28.5,30.04,31.04,f,Freestyle
"TUNCEL, Merve",2005,TUR,02:02.2,28.55,30.91,31.45,f,Freestyle
"POLONSKY, Lea",2002,ISR,02:02.7,28.91,30.78,31.35,f,Freestyle
"BENKOVA, Laura",2000,SVK,02:03.7,28.79,31.17,31.67,f,Freestyle
"MARTINS, Francisca Soares",2003,POR,02:03.7,28.58,30.99,31.94,f,Freestyle
"POPOVICI, David",2004,ROU,01:46.0,24.53,26.97,27.57,m,Freestyle
"CHOWANIEC, Mateusz",2003,POL,01:47.8,25.16,27.63,27.87,m,Freestyle
"LEKIC, Jovan",2003,BIH,01:48.5,25.35,27.98,27.65,m,Freestyle
"SORGIUS, Timo",2003,GER,01:48.6,25.11,27.69,28.42,m,Freestyle
"DOMINGUEZ CALONGE, Luis",2003,ESP,01:49.0,24.79,27.77,28.85,m,Freestyle
"KOSENKOV, Daniil",2004,RUS,01:49.8,25.52,27.89,28.34,m,Freestyle
"FILIZ, Batuhan",2004,TUR,01:50.5,26.06,28,28.45,m,Freestyle
"OPPIOLI, Matteo",2003,ITA,01:50.7,25.61,28.55,28.81,m,Freestyle
"POPOVICI, David",2004,ROU,01:45.3,23.94,26.76,27.64,m,Freestyle
"SORGIUS, Timo",2003,GER,01:49.1,24.95,27.6,28.42,m,Freestyle
"LEKIC, Jovan",2003,BIH,01:49.4,25.67,28.21,28.47,m,Freestyle
"CHOWANIEC, Mateusz",2003,POL,01:49.9,25.01,27.41,28.39,m,Freestyle
"KOSENKOV, Daniil",2004,RUS,01:50.0,25.68,27.58,29.3,m,Freestyle
"FILIZ, Batuhan",2004,TUR,01:50.0,26.36,28.04,28.4,m,Freestyle
"DOMINGUEZ CALONGE, Luis",2003,ESP,01:50.2,25.41,27.8,29.02,m,Freestyle
"OPPIOLI, Matteo",2003,ITA,01:50.3,25.67,28.25,28.42,m,Freestyle
"KHADANOVICH, Maksim",2003,RUS,01:50.3,25.87,27.75,28.83,m,Freestyle
"MITSIN, Petar",2005,BUL,01:50.5,25.45,28.15,28.43,m,Freestyle
"ASLAN, Yigit",2003,TUR,01:50.5,26.09,28.24,28.97,m,Freestyle
"GALOSSI, Lorenzo",2006,ITA,01:51.3,25.79,28.32,28.85,m,Freestyle
"CHOBOTAR, Artem",2003,UKR,01:52.0,25.83,28.61,28.92,m,Freestyle
"HAIMI, Lassi",2003,FIN,01:52.3,26.97,27.91,28.47,m,Freestyle
"BAKER, Henry",2003,GBR,01:53.1,25.47,28.11,29.43,m,Freestyle
"MATUSZEWSKI, Krzysztof",2004,POL,01:53.2,26.07,29.11,29,m,Freestyle
"GALOSSI, Lorenzo",2006,ITA,01:49.3,25.37,27.88,28.03,m,Freestyle
"LEKIC, Jovan",2003,BIH,01:49.3,25.61,27.97,28.45,m,Freestyle
"POPOVICI, David",2004,ROU,01:50.0,24.39,28.08,28.48,m,Freestyle
"KHADANOVICH, Maksim",2003,RUS,01:50.3,26,27.8,28.64,m,Freestyle
"KOSENKOV, Daniil",2004,RUS,01:50.8,25.68,27.99,28.98,m,Freestyle
"FILIZ, Batuhan",2004,TUR,01:50.9,26.17,28.06,28.46,m,Freestyle
"CHOWANIEC, Mateusz",2003,POL,01:50.9,24.96,28.53,29.72,m,Freestyle
"DOMINGUEZ CALONGE, Luis",2003,ESP,01:51.0,25.51,27.81,29.34,m,Freestyle
"SORGIUS, Timo",2003,GER,01:51.1,25.3,28.2,29.22,m,Freestyle
"REZNICHENKO, Vladislav",2003,RUS,01:51.1,26.03,28.66,29.37,m,Freestyle
"ASLAN, Yigit",2003,TUR,01:51.4,26.43,28.68,29.13,m,Freestyle
"OPPIOLI, Matteo",2003,ITA,01:51.6,25.58,28.45,28.72,m,Freestyle
"MITSIN, Petar",2005,BUL,01:51.7,25.5,27.85,29.53,m,Freestyle
"BAKER, Henry",2003,GBR,01:52.3,25.58,27.83,29.38,m,Freestyle
"CHOBOTAR, Artem",2003,UKR,01:52.3,26.4,28.38,28.4,m,Freestyle
"MATUSZEWSKI, Krzysztof",2004,POL,01:52.4,26.28,28.3,29.04,m,Freestyle
"HAIMI, Lassi",2003,FIN,01:52.4,27,28.05,28.05,m,Freestyle
"PUSNIK, Jaka",2003,SLO,01:52.5,25.63,28.4,29.42,m,Freestyle
"JONES, Evan",2004,GBR,01:52.6,26.43,28.36,29.23,m,Freestyle
"DALLA COSTA, Davide",2003,ITA,01:52.6,25.42,28.4,29.49,m,Freestyle
"SARKANY, Zalan",2003,HUN,01:52.7,25.93,28.2,29.32,m,Freestyle
"CHIKNAIKIN, Aleksandr",2003,RUS,01:53.1,26.38,28.45,28.79,m,Freestyle
"GERGELY, Mihai",2003,ROU,01:53.2,26.01,28.67,29.2,m,Freestyle
"ALOVATKI, Pavel",2003,MDA,01:53.3,26.1,28.48,29.22,m,Freestyle
"RIBEIRO, Gustavo Carvalhais",2003,POR,01:53.3,26.09,28.6,29.56,m,Freestyle
"NAVIKONIS, Tomas",2003,LTU,01:53.3,25.96,27.72,29.18,m,Freestyle
"BEN SHITRIT, Eytan",2003,ISR,01:53.6,26.24,28.78,29.35,m,Freestyle
"POLIACIK, Jakub",2004,SVK,01:53.8,26.37,28.4,29.44,m,Freestyle
"COZMA, Stefan",2005,ROU,01:54.1,26.3,28.37,30.02,m,Freestyle
"MALGIL, Atakan",2005,TUR,01:54.2,26.6,28.63,29.19,m,Freestyle
"NAUMENKO, Vadym",2003,UKR,01:54.3,25.92,29,29.2,m,Freestyle
"VINTAR, Miha",2003,SLO,01:54.4,27.03,28.63,29.43,m,Freestyle
"GALLINA, Giovanni",2003,ITA,01:54.8,26.2,28.88,29.47,m,Freestyle
"LIHHATS, Erik",2003,EST,01:55.0,25.45,28.26,29.39,m,Freestyle
"PESIC, Bratislav",2003,SRB,01:55.3,26.51,29.24,29.3,m,Freestyle
"DALEIDEN, Ralph",2003,LUX,01:56.1,25.95,28.34,29.87,m,Freestyle
"KERMANS, Ronens",2004,LAT,01:56.6,26.7,28.27,30.18,m,Freestyle
"MIKELSONS, Kristaps",2004,LAT,01:56.6,26.99,29.52,30.28,m,Freestyle
"MAGDA, Boldizsar",2005,HUN,01:56.7,26.85,29.44,30.4,m,Freestyle
"KONTOVAS, Ioannis",2003,GRE,01:57.7,27.9,29.31,30.06,m,Freestyle
"VAINIO, Luukas",2003,FIN,01:57.8,26.38,29.36,30.83,m,Freestyle
"WOODS, Thomas Gabriel",2004,MLT,01:57.9,27.19,29.54,30.58,m,Freestyle
"ELEZI, Dalvi",2003,ALB,01:58.0,26.75,29.75,30.61,m,Freestyle
"EIDESGAARD, Bartal Erlingsson",2003,FAR,01:59.5,27.2,30.15,30.89,m,Freestyle
"TEIXEIRA PEREIRA, Kevin",2005,AND,01:59.5,27.41,30.11,30.78,m,Freestyle
"DRUENNE, Theo",2005,MON,02:01.1,28.37,30.96,31.15,m,Freestyle
"FALOPPA, Ethan",2005,MON,02:02.1,27.1,30.93,32.16,m,Freestyle
"KONDIROLLI, Olt",2003,KOS,02:05.2,28.58,31.02,32.78,m,Freestyle
"CHOWANIEC, Mateusz",2003,POL,01:48.8,25.32,28.18,28.44,m,Freestyle
"GALOSSI, Lorenzo",2006,ITA,01:50.3,25.65,27.36,29.24,m,Freestyle
"KOSENKOV, Daniil",2004,RUS,01:51.0,25.71,28.48,28.98,m,Freestyle
"MESZAROS, Daniel",2003,HUN,01:51.0,26.01,28.66,28.06,m,Freestyle
"BUESSING, Cedric",2003,GER,01:51.8,25.97,28.32,29.01,m,Freestyle
"OKTAR, Sanberk Yigit",2004,TUR,01:52.3,26.05,27.84,28.88,m,Freestyle
"LANYI, Filip",2003,SVK,01:52.4,26.24,28.35,28.87,m,Freestyle
"SOKOLOVSKIY, Daniil",2004,SUI,01:53.2,26.2,28.21,29.34,m,Freestyle
"FYKATAS, Georgios",2004,GRE,01:53.5,26.6,28.81,29.12,m,Freestyle
"TUMANOFF, Lari",2003,FIN,01:53.7,26.23,28.62,29.56,m,Freestyle
"PADAR, Nikoletta",2006,HUN,01:59.4,28.26,30.64,30.81,f,Freestyle
"VAN SELM, Tamryn",2004,GBR,01:59.5,28.35,30.14,30.74,f,Freestyle
"BOECEKLER, Beril",2004,TUR,01:59.7,28.76,30.25,30.67,f,Freestyle
"VERES, Laura",2005,HUN,02:00.0,28.23,30.42,30.84,f,Freestyle
"TUNCEL, Merve",2005,TUR,02:00.1,28.74,30.44,30.96,f,Freestyle
"STAROSTINA, Viktoria",2005,RUS,02:00.6,28.52,30.71,30.74,f,Freestyle
"KLEIN, Chiara",2004,GER,02:00.9,28.41,30.56,31.01,f,Freestyle
"TROFIMOVA, Daria",2005,RUS,02:01.3,28.54,30.93,31.21,f,Freestyle
"VERES, Laura",2005,HUN,01:59.0,27.92,29.99,30.6,f,Freestyle
"PADAR, Nikoletta",2006,HUN,01:59.5,27.44,30.18,30.91,f,Freestyle
"VAN SELM, Tamryn",2004,GBR,01:59.6,28.38,30.04,30.31,f,Freestyle
"BOECEKLER, Beril",2004,TUR,02:00.1,28.74,30.55,30.53,f,Freestyle
"TUNCEL, Merve",2005,TUR,02:00.3,28.79,30.74,30.86,f,Freestyle
"TROFIMOVA, Daria",2005,RUS,02:00.3,28.01,30.45,30.97,f,Freestyle
"STAROSTINA, Viktoria",2005,RUS,02:00.3,28.1,30.85,30.81,f,Freestyle
"KLEIN, Chiara",2004,GER,02:00.6,27.98,30.47,31.44,f,Freestyle
"COLBERT, Freya",2004,GBR,02:01.0,28.78,30.75,30.97,f,Freestyle
"VETRANO, Giulia",2005,ITA,02:01.3,28.24,30.5,31.2,f,Freestyle
"GOLOVATI, Daria",2005,ISR,02:01.4,28.49,30.7,31.07,f,Freestyle
"POPOVIC, Tanja",2004,SRB,02:01.4,27.96,30.76,31.57,f,Freestyle
"LAMBERTI, Noemi",2004,ITA,02:02.1,28.13,30.95,31.48,f,Freestyle
"ANGELOVA, Zhanet",2004,BUL,02:02.8,28.4,31.05,31.93,f,Freestyle
"MARTIN DE LA TORRE, Gabriela",2004,ESP,02:03.2,28.49,31.09,31.55,f,Freestyle
"GUSC, Wiktoria",2004,POL,02:03.8,28.02,31.28,32.15,f,Freestyle
"VERES, Laura",2005,HUN,02:00.1,28.62,31.03,30.62,f,Freestyle
"TROFIMOVA, Daria",2005,RUS,02:01.0,28.52,30.96,31.03,f,Freestyle
"STAROSTINA, Viktoria",2005,RUS,02:01.0,29.02,30.88,30.75,f,Freestyle
"TUNCEL, Merve",2005,TUR,02:01.4,29.06,30.72,31.13,f,Freestyle
"VAN SELM, Tamryn",2004,GBR,02:01.7,28.87,30.53,31.32,f,Freestyle
"PADAR, Nikoletta",2006,HUN,02:02.0,28.97,31.73,31.39,f,Freestyle
"KLEIN, Chiara",2004,GER,02:02.0,28.68,31.09,31.5,f,Freestyle
"COLBERT, Freya",2004,GBR,02:02.0,29.03,30.95,31.07,f,Freestyle
"VETRANO, Giulia",2005,ITA,02:02.2,29.03,31.02,31.41,f,Freestyle
"ANGELOVA, Zhanet",2004,BUL,02:02.4,28.73,31.08,31.26,f,Freestyle
"POPOVIC, Tanja",2004,SRB,02:02.6,28.74,31.27,31.64,f,Freestyle
